date,city,description
2015-03-29,Atlanta,sky is clear
2015-03-29,Beersheba,sky is clear
2015-03-29,Boston,light snow
2015-03-29,Charlotte,sky is clear
2015-03-29,Chicago,moderate rain
2015-03-29,Dallas,sky is clear
2015-03-29,Denver,sky is clear
2015-03-29,Detroit,sky is clear
2015-03-29,Eilat,broken clouds
2015-03-29,Haifa,sky is clear
2015-03-29,Houston,sky is clear
2015-03-29,Indianapolis,sky is clear
2015-03-29,Jacksonville,sky is clear
2015-03-29,Jerusalem,sky is clear
2015-03-29,Kansas City,sky is clear
2015-03-29,Las Vegas,sky is clear
2015-03-29,Los Angeles,sky is clear
2015-03-29,Miami,sky is clear
2015-03-29,Minneapolis,light rain
2015-03-29,Montreal,sky is clear
2015-03-29,Nahariyya,sky is clear
2015-03-29,Nashville,sky is clear
2015-03-29,New York,light snow
2015-03-29,Philadelphia,sky is clear
2015-03-29,Phoenix,sky is clear
2015-03-29,Pittsburgh,sky is clear
2015-03-29,Portland,scattered clouds
2015-03-29,Saint Louis,sky is clear
2015-03-29,San Antonio,sky is clear
2015-03-29,San Diego,scattered clouds
2015-03-29,San Francisco,sky is clear
2015-03-29,Seattle,broken clouds
2015-03-29,Tel Aviv District,sky is clear
2015-03-29,Toronto,sky is clear
2015-03-29,Vancouver,moderate rain
2015-03-30,Albuquerque,broken clouds
2015-03-30,Atlanta,moderate rain
2015-03-30,Beersheba,sky is clear
2015-03-30,Boston,light snow
2015-03-30,Charlotte,moderate rain
2015-03-30,Chicago,moderate rain
2015-03-30,Dallas,sky is clear
2015-03-30,Denver,sky is clear
2015-03-30,Detroit,light rain
2015-03-30,Eilat,scattered clouds
2015-03-30,Haifa,sky is clear
2015-03-30,Houston,light rain
2015-03-30,Indianapolis,moderate rain
2015-03-30,Jacksonville,sky is clear
2015-03-30,Jerusalem,sky is clear
2015-03-30,Kansas City,sky is clear
2015-03-30,Las Vegas,sky is clear
2015-03-30,Los Angeles,sky is clear
2015-03-30,Miami,sky is clear
2015-03-30,Minneapolis,light rain
2015-03-30,Montreal,overcast clouds
2015-03-30,Nahariyya,broken clouds
2015-03-30,Nashville,moderate rain
2015-03-30,New York,light snow
2015-03-30,Philadelphia,light snow
2015-03-30,Phoenix,broken clouds
2015-03-30,Pittsburgh,moderate rain
2015-03-30,Portland,scattered clouds
2015-03-30,Saint Louis,moderate rain
2015-03-30,San Antonio,sky is clear
2015-03-30,San Diego,broken clouds
2015-03-30,San Francisco,sky is clear
2015-03-30,Seattle,light rain
2015-03-30,Tel Aviv District,sky is clear
2015-03-30,Toronto,moderate rain
2015-03-30,Vancouver,light rain
2015-03-31,Albuquerque,broken clouds
2015-03-31,Atlanta,moderate rain
2015-03-31,Beersheba,light rain
2015-03-31,Boston,light snow
2015-03-31,Charlotte,moderate rain
2015-03-31,Chicago,moderate rain
2015-03-31,Dallas,scattered clouds
2015-03-31,Denver,sky is clear
2015-03-31,Detroit,light rain
2015-03-31,Eilat,sky is clear
2015-03-31,Haifa,light rain
2015-03-31,Houston,light rain
2015-03-31,Indianapolis,moderate rain
2015-03-31,Jacksonville,light rain
2015-03-31,Jerusalem,light rain
2015-03-31,Kansas City,sky is clear
2015-03-31,Las Vegas,sky is clear
2015-03-31,Los Angeles,sky is clear
2015-03-31,Miami,sky is clear
2015-03-31,Minneapolis,moderate rain
2015-03-31,Montreal,moderate rain
2015-03-31,Nahariyya,light rain
2015-03-31,Nashville,moderate rain
2015-03-31,New York,light snow
2015-03-31,Philadelphia,light snow
2015-03-31,Phoenix,sky is clear
2015-03-31,Pittsburgh,moderate rain
2015-03-31,Portland,moderate rain
2015-03-31,Saint Louis,moderate rain
2015-03-31,San Antonio,broken clouds
2015-03-31,San Diego,sky is clear
2015-03-31,San Francisco,sky is clear
2015-03-31,Seattle,light rain
2015-03-31,Tel Aviv District,light rain
2015-03-31,Toronto,moderate rain
2015-03-31,Vancouver,very heavy rain
2015-04-01,Albuquerque,sky is clear
2015-04-01,Atlanta,moderate rain
2015-04-01,Beersheba,light rain
2015-04-01,Boston,sky is clear
2015-04-01,Charlotte,sky is clear
2015-04-01,Chicago,sky is clear
2015-04-01,Dallas,broken clouds
2015-04-01,Denver,sky is clear
2015-04-01,Detroit,few clouds
2015-04-01,Eilat,sky is clear
2015-04-01,Haifa,light rain
2015-04-01,Houston,broken clouds
2015-04-01,Indianapolis,sky is clear
2015-04-01,Jacksonville,light rain
2015-04-01,Jerusalem,moderate rain
2015-04-01,Kansas City,sky is clear
2015-04-01,Las Vegas,sky is clear
2015-04-01,Los Angeles,sky is clear
2015-04-01,Miami,sky is clear
2015-04-01,Minneapolis,few clouds
2015-04-01,Montreal,sky is clear
2015-04-01,Nahariyya,light rain
2015-04-01,Nashville,sky is clear
2015-04-01,New York,light rain
2015-04-01,Philadelphia,light rain
2015-04-01,Phoenix,sky is clear
2015-04-01,Pittsburgh,sky is clear
2015-04-01,Portland,moderate rain
2015-04-01,Saint Louis,sky is clear
2015-04-01,San Antonio,scattered clouds
2015-04-01,San Diego,sky is clear
2015-04-01,San Francisco,sky is clear
2015-04-01,Seattle,sky is clear
2015-04-01,Tel Aviv District,moderate rain
2015-04-01,Toronto,scattered clouds
2015-04-01,Vancouver,light rain
2015-04-02,Albuquerque,sky is clear
2015-04-02,Atlanta,light rain
2015-04-02,Beersheba,broken clouds
2015-04-02,Boston,scattered clouds
2015-04-02,Charlotte,sky is clear
2015-04-02,Chicago,moderate rain
2015-04-02,Dallas,sky is clear
2015-04-02,Denver,light snow
2015-04-02,Detroit,sky is clear
2015-04-02,Eilat,sky is clear
2015-04-02,Haifa,broken clouds
2015-04-02,Houston,light rain
2015-04-02,Indianapolis,moderate rain
2015-04-02,Jacksonville,broken clouds
2015-04-02,Jerusalem,sky is clear
2015-04-02,Kansas City,moderate rain
2015-04-02,Las Vegas,sky is clear
2015-04-02,Los Angeles,sky is clear
2015-04-02,Miami,sky is clear
2015-04-02,Minneapolis,moderate rain
2015-04-02,Montreal,light snow
2015-04-02,Nahariyya,broken clouds
2015-04-02,Nashville,broken clouds
2015-04-02,New York,sky is clear
2015-04-02,Philadelphia,sky is clear
2015-04-02,Phoenix,sky is clear
2015-04-02,Pittsburgh,sky is clear
2015-04-02,Portland,light rain
2015-04-02,Saint Louis,light rain
2015-04-02,San Antonio,moderate rain
2015-04-02,San Diego,light rain
2015-04-02,San Francisco,sky is clear
2015-04-02,Seattle,light rain
2015-04-02,Tel Aviv District,few clouds
2015-04-02,Toronto,scattered clouds
2015-04-02,Vancouver,light rain
2015-04-03,Albuquerque,sky is clear
2015-04-03,Atlanta,sky is clear
2015-04-03,Beersheba,sky is clear
2015-04-03,Boston,broken clouds
2015-04-03,Charlotte,sky is clear
2015-04-03,Chicago,scattered clouds
2015-04-03,Dallas,sky is clear
2015-04-03,Denver,snow
2015-04-03,Detroit,few clouds
2015-04-03,Eilat,sky is clear
2015-04-03,Haifa,broken clouds
2015-04-03,Houston,light rain
2015-04-03,Indianapolis,moderate rain
2015-04-03,Jacksonville,sky is clear
2015-04-03,Jerusalem,sky is clear
2015-04-03,Kansas City,light rain
2015-04-03,Las Vegas,sky is clear
2015-04-03,Los Angeles,sky is clear
2015-04-03,Miami,sky is clear
2015-04-03,Minneapolis,sky is clear
2015-04-03,Montreal,light rain
2015-04-03,Nahariyya,broken clouds
2015-04-03,Nashville,broken clouds
2015-04-03,New York,broken clouds
2015-04-03,Philadelphia,scattered clouds
2015-04-03,Phoenix,sky is clear
2015-04-03,Pittsburgh,moderate rain
2015-04-03,Portland,few clouds
2015-04-03,Saint Louis,heavy intensity rain
2015-04-03,San Antonio,light rain
2015-04-03,San Diego,scattered clouds
2015-04-03,San Francisco,sky is clear
2015-04-03,Seattle,light rain
2015-04-03,Tel Aviv District,sky is clear
2015-04-03,Toronto,light rain
2015-04-03,Vancouver,light rain
2015-04-04,Albuquerque,sky is clear
2015-04-04,Atlanta,light rain
2015-04-04,Beersheba,light rain
2015-04-04,Boston,moderate rain
2015-04-04,Charlotte,light rain
2015-04-04,Chicago,sky is clear
2015-04-04,Dallas,broken clouds
2015-04-04,Denver,sky is clear
2015-04-04,Detroit,light rain
2015-04-04,Eilat,sky is clear
2015-04-04,Haifa,sky is clear
2015-04-04,Houston,light rain
2015-04-04,Indianapolis,sky is clear
2015-04-04,Jacksonville,few clouds
2015-04-04,Jerusalem,scattered clouds
2015-04-04,Kansas City,sky is clear
2015-04-04,Las Vegas,sky is clear
2015-04-04,Los Angeles,few clouds
2015-04-04,Miami,sky is clear
2015-04-04,Minneapolis,sky is clear
2015-04-04,Montreal,moderate rain
2015-04-04,Nahariyya,sky is clear
2015-04-04,Nashville,light rain
2015-04-04,New York,moderate rain
2015-04-04,Philadelphia,moderate rain
2015-04-04,Phoenix,sky is clear
2015-04-04,Pittsburgh,moderate rain
2015-04-04,Portland,light rain
2015-04-04,Saint Louis,sky is clear
2015-04-04,San Antonio,light rain
2015-04-04,San Diego,sky is clear
2015-04-04,San Francisco,sky is clear
2015-04-04,Seattle,sky is clear
2015-04-04,Tel Aviv District,light rain
2015-04-04,Toronto,light rain
2015-04-04,Vancouver,moderate rain
2015-04-05,Albuquerque,sky is clear
2015-04-05,Atlanta,sky is clear
2015-04-05,Beersheba,light rain
2015-04-05,Boston,sky is clear
2015-04-05,Charlotte,sky is clear
2015-04-05,Chicago,sky is clear
2015-04-05,Dallas,heavy intensity rain
2015-04-05,Denver,sky is clear
2015-04-05,Detroit,light rain
2015-04-05,Eilat,sky is clear
2015-04-05,Haifa,sky is clear
2015-04-05,Houston,light rain
2015-04-05,Indianapolis,sky is clear
2015-04-05,Jacksonville,light rain
2015-04-05,Jerusalem,sky is clear
2015-04-05,Kansas City,sky is clear
2015-04-05,Las Vegas,sky is clear
2015-04-05,Los Angeles,sky is clear
2015-04-05,Miami,sky is clear
2015-04-05,Minneapolis,broken clouds
2015-04-05,Montreal,broken clouds
2015-04-05,Nahariyya,sky is clear
2015-04-05,Nashville,sky is clear
2015-04-05,New York,sky is clear
2015-04-05,Philadelphia,sky is clear
2015-04-05,Phoenix,scattered clouds
2015-04-05,Pittsburgh,sky is clear
2015-04-05,Portland,scattered clouds
2015-04-05,Saint Louis,sky is clear
2015-04-05,San Antonio,light rain
2015-04-05,San Diego,sky is clear
2015-04-05,San Francisco,moderate rain
2015-04-05,Seattle,few clouds
2015-04-05,Tel Aviv District,sky is clear
2015-04-05,Toronto,light snow
2015-04-05,Vancouver,scattered clouds
2015-04-06,Albuquerque,few clouds
2015-04-06,Atlanta,broken clouds
2015-04-06,Beersheba,light rain
2015-04-06,Boston,light rain
2015-04-06,Charlotte,broken clouds
2015-04-06,Chicago,sky is clear
2015-04-06,Dallas,light rain
2015-04-06,Denver,sky is clear
2015-04-06,Detroit,scattered clouds
2015-04-06,Eilat,sky is clear
2015-04-06,Haifa,sky is clear
2015-04-06,Houston,broken clouds
2015-04-06,Indianapolis,light rain
2015-04-06,Jacksonville,broken clouds
2015-04-06,Jerusalem,sky is clear
2015-04-06,Kansas City,light rain
2015-04-06,Las Vegas,sky is clear
2015-04-06,Los Angeles,light rain
2015-04-06,Miami,sky is clear
2015-04-06,Minneapolis,light rain
2015-04-06,Montreal,scattered clouds
2015-04-06,Nahariyya,sky is clear
2015-04-06,Nashville,broken clouds
2015-04-06,New York,scattered clouds
2015-04-06,Philadelphia,sky is clear
2015-04-06,Phoenix,sky is clear
2015-04-06,Pittsburgh,few clouds
2015-04-06,Portland,moderate rain
2015-04-06,Saint Louis,overcast clouds
2015-04-06,San Antonio,scattered clouds
2015-04-06,San Diego,light rain
2015-04-06,San Francisco,sky is clear
2015-04-06,Seattle,broken clouds
2015-04-06,Tel Aviv District,sky is clear
2015-04-06,Toronto,light rain
2015-04-06,Vancouver,few clouds
2015-04-07,Albuquerque,sky is clear
2015-04-07,Atlanta,moderate rain
2015-04-07,Beersheba,sky is clear
2015-04-07,Boston,light rain
2015-04-07,Charlotte,light rain
2015-04-07,Chicago,moderate rain
2015-04-07,Dallas,sky is clear
2015-04-07,Denver,sky is clear
2015-04-07,Detroit,moderate rain
2015-04-07,Eilat,sky is clear
2015-04-07,Haifa,sky is clear
2015-04-07,Houston,light rain
2015-04-07,Indianapolis,moderate rain
2015-04-07,Jacksonville,light rain
2015-04-07,Jerusalem,sky is clear
2015-04-07,Kansas City,light rain
2015-04-07,Las Vegas,sky is clear
2015-04-07,Los Angeles,sky is clear
2015-04-07,Miami,sky is clear
2015-04-07,Minneapolis,light rain
2015-04-07,Montreal,scattered clouds
2015-04-07,Nahariyya,sky is clear
2015-04-07,Nashville,light rain
2015-04-07,New York,broken clouds
2015-04-07,Philadelphia,light rain
2015-04-07,Phoenix,sky is clear
2015-04-07,Pittsburgh,light rain
2015-04-07,Portland,light rain
2015-04-07,Saint Louis,light rain
2015-04-07,San Antonio,scattered clouds
2015-04-07,San Diego,sky is clear
2015-04-07,San Francisco,heavy intensity rain
2015-04-07,Seattle,broken clouds
2015-04-07,Tel Aviv District,sky is clear
2015-04-07,Toronto,broken clouds
2015-04-07,Vancouver,sky is clear
2015-04-08,Albuquerque,sky is clear
2015-04-08,Atlanta,sky is clear
2015-04-08,Beersheba,sky is clear
2015-04-08,Boston,light rain
2015-04-08,Charlotte,broken clouds
2015-04-08,Chicago,moderate rain
2015-04-08,Dallas,sky is clear
2015-04-08,Denver,sky is clear
2015-04-08,Detroit,moderate rain
2015-04-08,Eilat,sky is clear
2015-04-08,Haifa,sky is clear
2015-04-08,Houston,light rain
2015-04-08,Indianapolis,light rain
2015-04-08,Jacksonville,light rain
2015-04-08,Jerusalem,sky is clear
2015-04-08,Kansas City,light rain
2015-04-08,Las Vegas,sky is clear
2015-04-08,Los Angeles,moderate rain
2015-04-08,Miami,sky is clear
2015-04-08,Minneapolis,light rain
2015-04-08,Montreal,broken clouds
2015-04-08,Nahariyya,sky is clear
2015-04-08,Nashville,sky is clear
2015-04-08,New York,light rain
2015-04-08,Philadelphia,light rain
2015-04-08,Phoenix,sky is clear
2015-04-08,Pittsburgh,light rain
2015-04-08,Portland,light rain
2015-04-08,Saint Louis,broken clouds
2015-04-08,San Antonio,light rain
2015-04-08,San Diego,light rain
2015-04-08,San Francisco,sky is clear
2015-04-08,Seattle,scattered clouds
2015-04-08,Tel Aviv District,sky is clear
2015-04-08,Toronto,heavy intensity rain
2015-04-08,Vancouver,sky is clear
2015-04-09,Albuquerque,sky is clear
2015-04-09,Atlanta,scattered clouds
2015-04-09,Beersheba,scattered clouds
2015-04-09,Boston,light rain
2015-04-09,Charlotte,sky is clear
2015-04-09,Chicago,light rain
2015-04-09,Dallas,light rain
2015-04-09,Denver,scattered clouds
2015-04-09,Detroit,light rain
2015-04-09,Eilat,sky is clear
2015-04-09,Haifa,broken clouds
2015-04-09,Houston,light rain
2015-04-09,Indianapolis,moderate rain
2015-04-09,Jacksonville,sky is clear
2015-04-09,Jerusalem,scattered clouds
2015-04-09,Kansas City,heavy intensity rain
2015-04-09,Las Vegas,sky is clear
2015-04-09,Los Angeles,scattered clouds
2015-04-09,Miami,few clouds
2015-04-09,Minneapolis,light rain
2015-04-09,Montreal,light snow
2015-04-09,Nahariyya,broken clouds
2015-04-09,Nashville,broken clouds
2015-04-09,New York,light rain
2015-04-09,Philadelphia,light rain
2015-04-09,Phoenix,sky is clear
2015-04-09,Pittsburgh,heavy intensity rain
2015-04-09,Portland,light rain
2015-04-09,Saint Louis,light rain
2015-04-09,San Antonio,few clouds
2015-04-09,San Diego,sky is clear
2015-04-09,San Francisco,sky is clear
2015-04-09,Seattle,light rain
2015-04-09,Tel Aviv District,scattered clouds
2015-04-09,Toronto,light rain
2015-04-09,Vancouver,sky is clear
2015-04-10,Albuquerque,sky is clear
2015-04-10,Atlanta,light rain
2015-04-10,Beersheba,few clouds
2015-04-10,Boston,moderate rain
2015-04-10,Charlotte,moderate rain
2015-04-10,Chicago,moderate rain
2015-04-10,Dallas,light rain
2015-04-10,Denver,sky is clear
2015-04-10,Detroit,light rain
2015-04-10,Eilat,sky is clear
2015-04-10,Haifa,moderate rain
2015-04-10,Houston,moderate rain
2015-04-10,Indianapolis,moderate rain
2015-04-10,Jacksonville,sky is clear
2015-04-10,Jerusalem,broken clouds
2015-04-10,Kansas City,sky is clear
2015-04-10,Las Vegas,sky is clear
2015-04-10,Los Angeles,scattered clouds
2015-04-10,Miami,sky is clear
2015-04-10,Minneapolis,moderate rain
2015-04-10,Montreal,moderate rain
2015-04-10,Nahariyya,moderate rain
2015-04-10,Nashville,heavy intensity rain
2015-04-10,New York,light rain
2015-04-10,Philadelphia,light rain
2015-04-10,Phoenix,sky is clear
2015-04-10,Pittsburgh,heavy intensity rain
2015-04-10,Portland,sky is clear
2015-04-10,Saint Louis,moderate rain
2015-04-10,San Antonio,moderate rain
2015-04-10,San Diego,sky is clear
2015-04-10,San Francisco,sky is clear
2015-04-10,Seattle,sky is clear
2015-04-10,Tel Aviv District,scattered clouds
2015-04-10,Toronto,heavy intensity rain
2015-04-10,Vancouver,sky is clear
2015-04-11,Albuquerque,sky is clear
2015-04-11,Atlanta,moderate rain
2015-04-11,Beersheba,light rain
2015-04-11,Boston,sky is clear
2015-04-11,Charlotte,light rain
2015-04-11,Chicago,sky is clear
2015-04-11,Dallas,scattered clouds
2015-04-11,Denver,sky is clear
2015-04-11,Detroit,light rain
2015-04-11,Eilat,broken clouds
2015-04-11,Haifa,light rain
2015-04-11,Houston,broken clouds
2015-04-11,Indianapolis,sky is clear
2015-04-11,Jacksonville,light rain
2015-04-11,Jerusalem,moderate rain
2015-04-11,Kansas City,scattered clouds
2015-04-11,Las Vegas,sky is clear
2015-04-11,Los Angeles,sky is clear
2015-04-11,Miami,sky is clear
2015-04-11,Minneapolis,sky is clear
2015-04-11,Montreal,light rain
2015-04-11,Nahariyya,light rain
2015-04-11,Nashville,sky is clear
2015-04-11,New York,sky is clear
2015-04-11,Philadelphia,sky is clear
2015-04-11,Phoenix,sky is clear
2015-04-11,Pittsburgh,sky is clear
2015-04-11,Portland,moderate rain
2015-04-11,Saint Louis,sky is clear
2015-04-11,San Antonio,moderate rain
2015-04-11,San Diego,broken clouds
2015-04-11,San Francisco,sky is clear
2015-04-11,Seattle,moderate rain
2015-04-11,Tel Aviv District,heavy intensity rain
2015-04-11,Toronto,sky is clear
2015-04-11,Vancouver,moderate rain
2015-04-12,Albuquerque,broken clouds
2015-04-12,Atlanta,light rain
2015-04-12,Beersheba,heavy intensity rain
2015-04-12,Boston,sky is clear
2015-04-12,Charlotte,sky is clear
2015-04-12,Chicago,sky is clear
2015-04-12,Dallas,light rain
2015-04-12,Denver,scattered clouds
2015-04-12,Detroit,sky is clear
2015-04-12,Eilat,light rain
2015-04-12,Haifa,moderate rain
2015-04-12,Houston,light rain
2015-04-12,Indianapolis,sky is clear
2015-04-12,Jacksonville,moderate rain
2015-04-12,Jerusalem,heavy intensity rain
2015-04-12,Kansas City,heavy intensity rain
2015-04-12,Las Vegas,sky is clear
2015-04-12,Los Angeles,sky is clear
2015-04-12,Miami,sky is clear
2015-04-12,Minneapolis,sky is clear
2015-04-12,Montreal,sky is clear
2015-04-12,Nahariyya,moderate rain
2015-04-12,Nashville,sky is clear
2015-04-12,New York,sky is clear
2015-04-12,Philadelphia,sky is clear
2015-04-12,Phoenix,sky is clear
2015-04-12,Pittsburgh,sky is clear
2015-04-12,Portland,moderate rain
2015-04-12,Saint Louis,scattered clouds
2015-04-12,San Antonio,light rain
2015-04-12,San Diego,sky is clear
2015-04-12,San Francisco,sky is clear
2015-04-12,Seattle,light rain
2015-04-12,Tel Aviv District,heavy intensity rain
2015-04-12,Toronto,sky is clear
2015-04-12,Vancouver,light rain
2015-04-13,Albuquerque,broken clouds
2015-04-13,Atlanta,moderate rain
2015-04-13,Beersheba,sky is clear
2015-04-13,Boston,sky is clear
2015-04-13,Charlotte,light rain
2015-04-13,Chicago,light rain
2015-04-13,Dallas,heavy intensity rain
2015-04-13,Denver,sky is clear
2015-04-13,Detroit,scattered clouds
2015-04-13,Eilat,sky is clear
2015-04-13,Haifa,sky is clear
2015-04-13,Houston,light rain
2015-04-13,Indianapolis,moderate rain
2015-04-13,Jacksonville,broken clouds
2015-04-13,Jerusalem,broken clouds
2015-04-13,Kansas City,heavy intensity rain
2015-04-13,Las Vegas,sky is clear
2015-04-13,Los Angeles,sky is clear
2015-04-13,Miami,few clouds
2015-04-13,Minneapolis,moderate rain
2015-04-13,Montreal,sky is clear
2015-04-13,Nahariyya,sky is clear
2015-04-13,Nashville,heavy intensity rain
2015-04-13,New York,sky is clear
2015-04-13,Philadelphia,sky is clear
2015-04-13,Phoenix,sky is clear
